history_id,claim_id,status,change_timestamp
57,15,OPEN,2024-09-01 08:59:48
58,15,IN_REVIEW,2024-09-03 08:59:48
59,15,APPROVED,2024-09-05 08:59:48
60,15,CLOSED,2024-09-07 08:59:48
61,16,OPEN,2024-09-17 00:32:09
62,16,IN_REVIEW,2024-09-19 00:32:09
63,16,APPROVED,2024-09-21 00:32:09
64,16,CLOSED,2024-09-23 00:32:09
65,17,OPEN,2026-05-08 05:52:17
66,17,IN_REVIEW,2026-05-10 05:52:17
67,17,APPROVED,2026-05-12 05:52:17
68,17,CLOSED,2026-05-14 05:52:17
69,18,OPEN,2026-03-31 09:12:46
70,18,IN_REVIEW,2026-04-02 09:12:46
71,18,APPROVED,2026-04-04 09:12:46
72,18,CLOSED,2026-04-06 09:12:46
73,19,OPEN,2024-08-29 11:48:25
74,19,IN_REVIEW,2024-08-31 11:48:25
75,19,REJECTED,2024-09-02 11:48:25
76,19,CLOSED,2024-09-04 11:48:25
77,20,OPEN,2025-05-11 16:22:24
78,20,IN_REVIEW,2025-05-13 16:22:24
79,20,REJECTED,2025-05-15 16:22:24
80,20,CLOSED,2025-05-17 16:22:24
81,21,OPEN,2025-02-09 02:06:22
82,21,IN_REVIEW,2025-02-11 02:06:22
83,21,APPROVED,2025-02-13 02:06:22
84,21,CLOSED,2025-02-15 02:06:22
85,22,OPEN,2025-12-18 01:00:09
86,22,IN_REVIEW,2025-12-20 01:00:09
87,22,REJECTED,2025-12-22 01:00:09
88,22,CLOSED,2025-12-24 01:00:09
89,23,OPEN,2024-05-13 19:21:52
90,23,IN_REVIEW,2024-05-15 19:21:52
91,23,APPROVED,2024-05-17 19:21:52
92,23,CLOSED,2024-05-19 19:21:52
93,24,OPEN,2025-03-15 05:47:27
94,24,IN_REVIEW,2025-03-17 05:47:27
95,24,APPROVED,2025-03-19 05:47:27
96,24,CLOSED,2025-03-21 05:47:27
97,25,OPEN,2024-12-07 02:50:06
98,25,IN_REVIEW,2024-12-09 02:50:06
99,25,APPROVED,2024-12-11 02:50:06
100,25,CLOSED,2024-12-13 02:50:06
101,26,OPEN,2025-01-21 20:47:59
102,26,IN_REVIEW,2025-01-23 20:47:59
103,26,APPROVED,2025-01-25 20:47:59
104,26,CLOSED,2025-01-27 20:47:59
105,27,OPEN,2026-03-12 05:17:47
106,27,IN_REVIEW,2026-03-14 05:17:47
107,27,REJECTED,2026-03-16 05:17:47
108,27,CLOSED,2026-03-18 05:17:47
109,28,OPEN,2025-09-01 01:02:42
110,28,IN_REVIEW,2025-09-03 01:02:42
111,28,APPROVED,2025-09-05 01:02:42
112,28,CLOSED,2025-09-07 01:02:42
113,29,OPEN,2025-06-12 23:18:29
114,29,IN_REVIEW,2025-06-14 23:18:29
115,29,REJECTED,2025-06-16 23:18:29
116,29,CLOSED,2025-06-18 23:18:29
117,30,OPEN,2025-07-06 02:55:32
118,30,IN_REVIEW,2025-07-08 02:55:32
119,30,REJECTED,2025-07-10 02:55:32
120,30,CLOSED,2025-07-12 02:55:32
121,31,OPEN,2024-09-23 01:37:53
122,31,IN_REVIEW,2024-09-25 01:37:53
123,31,REJECTED,2024-09-27 01:37:53
124,31,CLOSED,2024-09-29 01:37:53
125,32,OPEN,2026-05-05 22:17:45
126,32,IN_REVIEW,2026-05-07 22:17:45
127,32,APPROVED,2026-05-09 22:17:45
128,32,CLOSED,2026-05-11 22:17:45
129,33,OPEN,2025-11-13 12:47:11
130,33,IN_REVIEW,2025-11-15 12:47:11
131,33,REJECTED,2025-11-17 12:47:11
132,33,CLOSED,2025-11-19 12:47:11
133,34,OPEN,2024-10-11 23:59:50
134,34,IN_REVIEW,2024-10-13 23:59:50
135,34,REJECTED,2024-10-15 23:59:50
136,34,CLOSED,2024-10-17 23:59:50
137,35,OPEN,2026-03-26 05:27:30
138,35,IN_REVIEW,2026-03-28 05:27:30
139,35,REJECTED,2026-03-30 05:27:30
140,35,CLOSED,2026-04-01 05:27:30
141,36,OPEN,2025-06-09 16:15:03
142,36,IN_REVIEW,2025-06-11 16:15:03
143,36,REJECTED,2025-06-13 16:15:03
144,36,CLOSED,2025-06-15 16:15:03
145,37,OPEN,2025-04-16 11:26:26
146,37,IN_REVIEW,2025-04-18 11:26:26
147,37,REJECTED,2025-04-20 11:26:26
148,37,CLOSED,2025-04-22 11:26:26
149,38,OPEN,2024-07-07 12:51:55
150,38,IN_REVIEW,2024-07-09 12:51:55
151,38,APPROVED,2024-07-11 12:51:55
152,38,CLOSED,2024-07-13 12:51:55
153,39,OPEN,2025-03-21 01:47:12
154,39,IN_REVIEW,2025-03-23 01:47:12
155,39,REJECTED,2025-03-25 01:47:12
156,39,CLOSED,2025-03-27 01:47:12
157,40,OPEN,2025-09-13 22:57:49
158,40,IN_REVIEW,2025-09-15 22:57:49
159,40,REJECTED,2025-09-17 22:57:49
160,40,CLOSED,2025-09-19 22:57:49
161,41,OPEN,2024-05-12 14:49:17
162,41,IN_REVIEW,2024-05-14 14:49:17
163,41,REJECTED,2024-05-16 14:49:17
164,41,CLOSED,2024-05-18 14:49:17
165,42,OPEN,2024-06-11 22:43:43
166,42,IN_REVIEW,2024-06-13 22:43:43
167,42,APPROVED,2024-06-15 22:43:43
168,42,CLOSED,2024-06-17 22:43:43
169,43,OPEN,2024-10-29 01:13:47
170,43,IN_REVIEW,2024-10-31 01:13:47
171,43,REJECTED,2024-11-02 01:13:47
172,43,CLOSED,2024-11-04 01:13:47
173,44,OPEN,2025-12-01 22:13:34
174,44,IN_REVIEW,2025-12-03 22:13:34
175,44,APPROVED,2025-12-05 22:13:34
176,44,CLOSED,2025-12-07 22:13:34
177,45,OPEN,2025-11-30 14:48:25
178,45,IN_REVIEW,2025-12-02 14:48:25
179,45,REJECTED,2025-12-04 14:48:25
180,45,CLOSED,2025-12-06 14:48:25
181,46,OPEN,2024-06-11 18:02:51
182,46,IN_REVIEW,2024-06-13 18:02:51
183,46,REJECTED,2024-06-15 18:02:51
184,46,CLOSED,2024-06-17 18:02:51
185,47,OPEN,2025-09-05 06:52:28
186,47,IN_REVIEW,2025-09-07 06:52:28
187,47,APPROVED,2025-09-09 06:52:28
188,47,CLOSED,2025-09-11 06:52:28
189,48,OPEN,2025-06-08 17:54:10
190,48,IN_REVIEW,2025-06-10 17:54:10
191,48,REJECTED,2025-06-12 17:54:10
192,48,CLOSED,2025-06-14 17:54:10
193,49,OPEN,2025-08-27 05:31:50
194,49,IN_REVIEW,2025-08-29 05:31:50
195,49,REJECTED,2025-08-31 05:31:50
196,49,CLOSED,2025-09-02 05:31:50
197,50,OPEN,2025-02-07 12:11:54
198,50,IN_REVIEW,2025-02-09 12:11:54
199,50,REJECTED,2025-02-11 12:11:54
200,50,CLOSED,2025-02-13 12:11:54
201,51,OPEN,2025-10-03 16:17:59
202,51,IN_REVIEW,2025-10-05 16:17:59
203,51,APPROVED,2025-10-07 16:17:59
204,51,CLOSED,2025-10-09 16:17:59
205,52,OPEN,2026-02-25 11:39:46
206,52,IN_REVIEW,2026-02-27 11:39:46
207,52,APPROVED,2026-03-01 11:39:46
208,52,CLOSED,2026-03-03 11:39:46
209,53,OPEN,2024-12-22 17:02:39
210,53,IN_REVIEW,2024-12-24 17:02:39
211,53,APPROVED,2024-12-26 17:02:39
212,53,CLOSED,2024-12-28 17:02:39
213,54,OPEN,2024-12-29 18:38:18
214,54,IN_REVIEW,2024-12-31 18:38:18
215,54,REJECTED,2025-01-02 18:38:18
216,54,CLOSED,2025-01-04 18:38:18
217,55,OPEN,2026-02-02 15:56:24
218,55,IN_REVIEW,2026-02-04 15:56:24
219,55,APPROVED,2026-02-06 15:56:24
220,55,CLOSED,2026-02-08 15:56:24
221,56,OPEN,2026-04-08 03:57:08
222,56,IN_REVIEW,2026-04-10 03:57:08
223,56,APPROVED,2026-04-12 03:57:08
224,56,CLOSED,2026-04-14 03:57:08
225,57,OPEN,2025-11-25 12:07:07
226,57,IN_REVIEW,2025-11-27 12:07:07
227,57,REJECTED,2025-11-29 12:07:07
228,57,CLOSED,2025-12-01 12:07:07
229,58,OPEN,2025-09-24 06:34:33
230,58,IN_REVIEW,2025-09-26 06:34:33
231,58,APPROVED,2025-09-28 06:34:33
232,58,CLOSED,2025-09-30 06:34:33
233,59,OPEN,2024-08-16 00:26:54
234,59,IN_REVIEW,2024-08-18 00:26:54
235,59,APPROVED,2024-08-20 00:26:54
236,59,CLOSED,2024-08-22 00:26:54
237,60,OPEN,2025-06-28 06:13:34
238,60,IN_REVIEW,2025-06-30 06:13:34
239,60,APPROVED,2025-07-02 06:13:34
240,60,CLOSED,2025-07-04 06:13:34
241,61,OPEN,2026-03-01 22:18:48
242,61,IN_REVIEW,2026-03-03 22:18:48
243,61,REJECTED,2026-03-05 22:18:48
244,61,CLOSED,2026-03-07 22:18:48
245,62,OPEN,2025-08-25 18:44:32
246,62,IN_REVIEW,2025-08-27 18:44:32
247,62,APPROVED,2025-08-29 18:44:32
248,62,CLOSED,2025-08-31 18:44:32
249,63,OPEN,2026-01-11 01:08:18
250,63,IN_REVIEW,2026-01-13 01:08:18
251,63,REJECTED,2026-01-15 01:08:18
252,63,CLOSED,2026-01-17 01:08:18
253,64,OPEN,2025-10-16 10:42:21
254,64,IN_REVIEW,2025-10-18 10:42:21
255,64,APPROVED,2025-10-20 10:42:21
256,64,CLOSED,2025-10-22 10:42:21
257,65,OPEN,2025-04-26 23:45:21
258,65,IN_REVIEW,2025-04-28 23:45:21
259,65,REJECTED,2025-04-30 23:45:21
260,65,CLOSED,2025-05-02 23:45:21
261,66,OPEN,2025-10-22 14:24:40
262,66,IN_REVIEW,2025-10-24 14:24:40
263,66,APPROVED,2025-10-26 14:24:40
264,66,CLOSED,2025-10-28 14:24:40
265,67,OPEN,2025-05-03 01:59:23
266,67,IN_REVIEW,2025-05-05 01:59:23
267,67,REJECTED,2025-05-07 01:59:23
268,67,CLOSED,2025-05-09 01:59:23
269,68,OPEN,2025-10-08 16:32:36
270,68,IN_REVIEW,2025-10-10 16:32:36
271,68,REJECTED,2025-10-12 16:32:36
272,68,CLOSED,2025-10-14 16:32:36
273,69,OPEN,2026-01-17 12:07:11
274,69,IN_REVIEW,2026-01-19 12:07:11
275,69,APPROVED,2026-01-21 12:07:11
276,69,CLOSED,2026-01-23 12:07:11
277,70,OPEN,2025-08-11 01:41:53
278,70,IN_REVIEW,2025-08-13 01:41:53
279,70,APPROVED,2025-08-15 01:41:53
280,70,CLOSED,2025-08-17 01:41:53
281,71,OPEN,2025-03-30 21:37:58
282,71,IN_REVIEW,2025-04-01 21:37:58
283,71,REJECTED,2025-04-03 21:37:58
284,71,CLOSED,2025-04-05 21:37:58
285,72,OPEN,2026-05-10 11:58:08
286,72,IN_REVIEW,2026-05-12 11:58:08
287,72,REJECTED,2026-05-14 11:58:08
288,72,CLOSED,2026-05-16 11:58:08
289,73,OPEN,2024-06-14 02:14:16
290,73,IN_REVIEW,2024-06-16 02:14:16
291,73,APPROVED,2024-06-18 02:14:16
292,73,CLOSED,2024-06-20 02:14:16
293,74,OPEN,2025-12-18 02:06:50
294,74,IN_REVIEW,2025-12-20 02:06:50
295,74,APPROVED,2025-12-22 02:06:50
296,74,CLOSED,2025-12-24 02:06:50
297,75,OPEN,2024-09-05 13:50:52
298,75,IN_REVIEW,2024-09-07 13:50:52
299,75,REJECTED,2024-09-09 13:50:52
300,75,CLOSED,2024-09-11 13:50:52
301,76,OPEN,2026-01-26 00:10:47
302,76,IN_REVIEW,2026-01-28 00:10:47
303,76,APPROVED,2026-01-30 00:10:47
304,76,CLOSED,2026-02-01 00:10:47
305,77,OPEN,2025-05-19 04:34:03
306,77,IN_REVIEW,2025-05-21 04:34:03
307,77,REJECTED,2025-05-23 04:34:03
308,77,CLOSED,2025-05-25 04:34:03
309,78,OPEN,2025-11-25 14:09:56
310,78,IN_REVIEW,2025-11-27 14:09:56
311,78,REJECTED,2025-11-29 14:09:56
312,78,CLOSED,2025-12-01 14:09:56
313,79,OPEN,2024-09-21 00:19:00
314,79,IN_REVIEW,2024-09-23 00:19:00
315,79,REJECTED,2024-09-25 00:19:00
316,79,CLOSED,2024-09-27 00:19:00
317,80,OPEN,2025-07-21 20:51:15
318,80,IN_REVIEW,2025-07-23 20:51:15
319,80,APPROVED,2025-07-25 20:51:15
320,80,CLOSED,2025-07-27 20:51:15
321,81,OPEN,2025-09-18 08:55:24
322,81,IN_REVIEW,2025-09-20 08:55:24
323,81,APPROVED,2025-09-22 08:55:24
324,81,CLOSED,2025-09-24 08:55:24
325,82,OPEN,2025-11-29 18:37:53
326,82,IN_REVIEW,2025-12-01 18:37:53
327,82,REJECTED,2025-12-03 18:37:53
328,82,CLOSED,2025-12-05 18:37:53
329,83,OPEN,2024-11-19 07:08:35
330,83,IN_REVIEW,2024-11-21 07:08:35
331,83,REJECTED,2024-11-23 07:08:35
332,83,CLOSED,2024-11-25 07:08:35
333,84,OPEN,2026-04-06 12:41:32
334,84,IN_REVIEW,2026-04-08 12:41:32
335,84,REJECTED,2026-04-10 12:41:32
336,84,CLOSED,2026-04-12 12:41:32
337,85,OPEN,2024-10-17 01:59:18
338,85,IN_REVIEW,2024-10-19 01:59:18
339,85,APPROVED,2024-10-21 01:59:18
340,85,CLOSED,2024-10-23 01:59:18
341,86,OPEN,2026-02-04 02:52:34
342,86,IN_REVIEW,2026-02-06 02:52:34
343,86,APPROVED,2026-02-08 02:52:34
344,86,CLOSED,2026-02-10 02:52:34
345,87,OPEN,2025-12-13 15:31:11
346,87,IN_REVIEW,2025-12-15 15:31:11
347,87,APPROVED,2025-12-17 15:31:11
348,87,CLOSED,2025-12-19 15:31:11
349,88,OPEN,2025-10-03 02:12:23
350,88,IN_REVIEW,2025-10-05 02:12:23
351,88,REJECTED,2025-10-07 02:12:23
352,88,CLOSED,2025-10-09 02:12:23
353,89,OPEN,2024-12-10 23:02:18
354,89,IN_REVIEW,2024-12-12 23:02:18
355,89,REJECTED,2024-12-14 23:02:18
356,89,CLOSED,2024-12-16 23:02:18
357,90,OPEN,2025-02-27 14:27:30
358,90,IN_REVIEW,2025-03-01 14:27:30
359,90,REJECTED,2025-03-03 14:27:30
360,90,CLOSED,2025-03-05 14:27:30
361,91,OPEN,2025-03-31 10:32:17
362,91,IN_REVIEW,2025-04-02 10:32:17
363,91,REJECTED,2025-04-04 10:32:17
364,91,CLOSED,2025-04-06 10:32:17
365,92,OPEN,2026-04-06 15:06:45
366,92,IN_REVIEW,2026-04-08 15:06:45
367,92,REJECTED,2026-04-10 15:06:45
368,92,CLOSED,2026-04-12 15:06:45
369,93,OPEN,2025-01-05 06:10:06
370,93,IN_REVIEW,2025-01-07 06:10:06
371,93,REJECTED,2025-01-09 06:10:06
372,93,CLOSED,2025-01-11 06:10:06
373,94,OPEN,2024-11-26 23:49:14
374,94,IN_REVIEW,2024-11-28 23:49:14
375,94,REJECTED,2024-11-30 23:49:14
376,94,CLOSED,2024-12-02 23:49:14
377,95,OPEN,2024-06-19 06:14:16
378,95,IN_REVIEW,2024-06-21 06:14:16
379,95,REJECTED,2024-06-23 06:14:16
380,95,CLOSED,2024-06-25 06:14:16
381,96,OPEN,2024-09-12 10:33:26
382,96,IN_REVIEW,2024-09-14 10:33:26
383,96,APPROVED,2024-09-16 10:33:26
384,96,CLOSED,2024-09-18 10:33:26
385,97,OPEN,2024-05-17 14:11:13
386,97,IN_REVIEW,2024-05-19 14:11:13
387,97,APPROVED,2024-05-21 14:11:13
388,97,CLOSED,2024-05-23 14:11:13
389,98,OPEN,2025-08-15 15:48:11
390,98,IN_REVIEW,2025-08-17 15:48:11
391,98,REJECTED,2025-08-19 15:48:11
392,98,CLOSED,2025-08-21 15:48:11
393,99,OPEN,2024-09-07 10:55:32
394,99,IN_REVIEW,2024-09-09 10:55:32
395,99,REJECTED,2024-09-11 10:55:32
396,99,CLOSED,2024-09-13 10:55:32
397,100,OPEN,2026-02-13 18:46:42
398,100,IN_REVIEW,2026-02-15 18:46:42
399,100,APPROVED,2026-02-17 18:46:42
400,100,CLOSED,2026-02-19 18:46:42
401,101,OPEN,2026-04-27 14:36:49
402,101,IN_REVIEW,2026-04-29 14:36:49
403,101,APPROVED,2026-05-01 14:36:49
404,101,CLOSED,2026-05-03 14:36:49
405,102,OPEN,2025-04-09 17:51:22
406,102,IN_REVIEW,2025-04-11 17:51:22
407,102,APPROVED,2025-04-13 17:51:22
408,102,CLOSED,2025-04-15 17:51:22
409,103,OPEN,2024-06-10 11:12:53
410,103,IN_REVIEW,2024-06-12 11:12:53
411,103,APPROVED,2024-06-14 11:12:53
412,103,CLOSED,2024-06-16 11:12:53
413,104,OPEN,2026-04-11 13:14:56
414,104,IN_REVIEW,2026-04-13 13:14:56
415,104,APPROVED,2026-04-15 13:14:56
416,104,CLOSED,2026-04-17 13:14:56
417,105,OPEN,2025-03-15 00:47:41
418,105,IN_REVIEW,2025-03-17 00:47:41
419,105,REJECTED,2025-03-19 00:47:41
420,105,CLOSED,2025-03-21 00:47:41
421,106,OPEN,2025-05-12 23:26:23
422,106,IN_REVIEW,2025-05-14 23:26:23
423,106,REJECTED,2025-05-16 23:26:23
424,106,CLOSED,2025-05-18 23:26:23
425,107,OPEN,2024-05-15 17:28:42
426,107,IN_REVIEW,2024-05-17 17:28:42
427,107,APPROVED,2024-05-19 17:28:42
428,107,CLOSED,2024-05-21 17:28:42
429,108,OPEN,2024-07-12 02:43:55
430,108,IN_REVIEW,2024-07-14 02:43:55
431,108,REJECTED,2024-07-16 02:43:55
432,108,CLOSED,2024-07-18 02:43:55
433,109,OPEN,2025-01-29 21:57:18
434,109,IN_REVIEW,2025-01-31 21:57:18
435,109,APPROVED,2025-02-02 21:57:18
436,109,CLOSED,2025-02-04 21:57:18
437,110,OPEN,2025-06-18 17:51:21
438,110,IN_REVIEW,2025-06-20 17:51:21
439,110,REJECTED,2025-06-22 17:51:21
440,110,CLOSED,2025-06-24 17:51:21
441,111,OPEN,2024-06-26 10:29:50
442,111,IN_REVIEW,2024-06-28 10:29:50
443,111,APPROVED,2024-06-30 10:29:50
444,111,CLOSED,2024-07-02 10:29:50
445,112,OPEN,2025-06-24 04:26:50
446,112,IN_REVIEW,2025-06-26 04:26:50
447,112,APPROVED,2025-06-28 04:26:50
448,112,CLOSED,2025-06-30 04:26:50
449,113,OPEN,2026-03-21 14:13:44
450,113,IN_REVIEW,2026-03-23 14:13:44
451,113,APPROVED,2026-03-25 14:13:44
452,113,CLOSED,2026-03-27 14:13:44
453,114,OPEN,2025-09-05 17:40:17
454,114,IN_REVIEW,2025-09-07 17:40:17
455,114,APPROVED,2025-09-09 17:40:17
456,114,CLOSED,2025-09-11 17:40:17
457,115,OPEN,2025-03-06 09:58:48
458,115,IN_REVIEW,2025-03-08 09:58:48
459,115,REJECTED,2025-03-10 09:58:48
460,115,CLOSED,2025-03-12 09:58:48
461,116,OPEN,2025-06-05 19:49:50
462,116,IN_REVIEW,2025-06-07 19:49:50
463,116,REJECTED,2025-06-09 19:49:50
464,116,CLOSED,2025-06-11 19:49:50
465,117,OPEN,2024-06-29 08:50:06
466,117,IN_REVIEW,2024-07-01 08:50:06
467,117,REJECTED,2024-07-03 08:50:06
468,117,CLOSED,2024-07-05 08:50:06
469,118,OPEN,2025-01-20 06:19:00
470,118,IN_REVIEW,2025-01-22 06:19:00
471,118,APPROVED,2025-01-24 06:19:00
472,118,CLOSED,2025-01-26 06:19:00
473,119,OPEN,2024-07-08 21:29:51
474,119,IN_REVIEW,2024-07-10 21:29:51
475,119,APPROVED,2024-07-12 21:29:51
476,119,CLOSED,2024-07-14 21:29:51
477,120,OPEN,2026-03-22 06:16:29
478,120,IN_REVIEW,2026-03-24 06:16:29
479,120,APPROVED,2026-03-26 06:16:29
480,120,CLOSED,2026-03-28 06:16:29
481,121,OPEN,2024-12-13 22:17:24
482,121,IN_REVIEW,2024-12-15 22:17:24
483,121,APPROVED,2024-12-17 22:17:24
484,121,CLOSED,2024-12-19 22:17:24
485,122,OPEN,2025-07-18 20:20:56
486,122,IN_REVIEW,2025-07-20 20:20:56
487,122,REJECTED,2025-07-22 20:20:56
488,122,CLOSED,2025-07-24 20:20:56
489,123,OPEN,2026-03-07 10:18:27
490,123,IN_REVIEW,2026-03-09 10:18:27
491,123,REJECTED,2026-03-11 10:18:27
492,123,CLOSED,2026-03-13 10:18:27
493,124,OPEN,2024-10-03 03:05:08
494,124,IN_REVIEW,2024-10-05 03:05:08
495,124,REJECTED,2024-10-07 03:05:08
496,124,CLOSED,2024-10-09 03:05:08
497,125,OPEN,2025-12-17 07:35:22
498,125,IN_REVIEW,2025-12-19 07:35:22
499,125,REJECTED,2025-12-21 07:35:22
500,125,CLOSED,2025-12-23 07:35:22
501,126,OPEN,2026-02-02 21:52:50
502,126,IN_REVIEW,2026-02-04 21:52:50
503,126,REJECTED,2026-02-06 21:52:50
504,126,CLOSED,2026-02-08 21:52:50
505,127,OPEN,2025-02-04 10:25:59
506,127,IN_REVIEW,2025-02-06 10:25:59
507,127,APPROVED,2025-02-08 10:25:59
508,127,CLOSED,2025-02-10 10:25:59
509,128,OPEN,2026-02-14 22:13:32
510,128,IN_REVIEW,2026-02-16 22:13:32
511,128,REJECTED,2026-02-18 22:13:32
512,128,CLOSED,2026-02-20 22:13:32
513,129,OPEN,2024-11-26 17:55:19
514,129,IN_REVIEW,2024-11-28 17:55:19
515,129,APPROVED,2024-11-30 17:55:19
516,129,CLOSED,2024-12-02 17:55:19
517,130,OPEN,2024-09-29 20:55:48
518,130,IN_REVIEW,2024-10-01 20:55:48
519,130,APPROVED,2024-10-03 20:55:48
520,130,CLOSED,2024-10-05 20:55:48
521,131,OPEN,2024-09-05 01:31:44
522,131,IN_REVIEW,2024-09-07 01:31:44
523,131,REJECTED,2024-09-09 01:31:44
524,131,CLOSED,2024-09-11 01:31:44
525,132,OPEN,2026-05-08 07:27:46
526,132,IN_REVIEW,2026-05-10 07:27:46
527,132,REJECTED,2026-05-12 07:27:46
528,132,CLOSED,2026-05-14 07:27:46
529,133,OPEN,2024-12-04 13:23:01
530,133,IN_REVIEW,2024-12-06 13:23:01
531,133,APPROVED,2024-12-08 13:23:01
532,133,CLOSED,2024-12-10 13:23:01
533,134,OPEN,2025-04-12 23:37:19
534,134,IN_REVIEW,2025-04-14 23:37:19
535,134,REJECTED,2025-04-16 23:37:19
536,134,CLOSED,2025-04-18 23:37:19
537,135,OPEN,2024-08-24 18:07:48
538,135,IN_REVIEW,2024-08-26 18:07:48
539,135,APPROVED,2024-08-28 18:07:48
540,135,CLOSED,2024-08-30 18:07:48
541,136,OPEN,2025-10-15 08:18:41
542,136,IN_REVIEW,2025-10-17 08:18:41
543,136,APPROVED,2025-10-19 08:18:41
544,136,CLOSED,2025-10-21 08:18:41
545,137,OPEN,2026-03-01 13:48:16
546,137,IN_REVIEW,2026-03-03 13:48:16
547,137,APPROVED,2026-03-05 13:48:16
548,137,CLOSED,2026-03-07 13:48:16
549,138,OPEN,2025-02-14 23:21:18
550,138,IN_REVIEW,2025-02-16 23:21:18
551,138,REJECTED,2025-02-18 23:21:18
552,138,CLOSED,2025-02-20 23:21:18
553,139,OPEN,2025-10-27 11:11:38
554,139,IN_REVIEW,2025-10-29 11:11:38
555,139,REJECTED,2025-10-31 11:11:38
556,139,CLOSED,2025-11-02 11:11:38
557,140,OPEN,2024-07-25 21:12:30
558,140,IN_REVIEW,2024-07-27 21:12:30
559,140,REJECTED,2024-07-29 21:12:30
560,140,CLOSED,2024-07-31 21:12:30
561,141,OPEN,2025-05-31 07:05:09
562,141,IN_REVIEW,2025-06-02 07:05:09
563,141,REJECTED,2025-06-04 07:05:09
564,141,CLOSED,2025-06-06 07:05:09
565,142,OPEN,2024-09-25 14:26:39
566,142,IN_REVIEW,2024-09-27 14:26:39
567,142,REJECTED,2024-09-29 14:26:39
568,142,CLOSED,2024-10-01 14:26:39
569,143,OPEN,2024-08-07 11:00:06
570,143,IN_REVIEW,2024-08-09 11:00:06
571,143,REJECTED,2024-08-11 11:00:06
572,143,CLOSED,2024-08-13 11:00:06
573,144,OPEN,2025-09-02 09:59:17
574,144,IN_REVIEW,2025-09-04 09:59:17
575,144,REJECTED,2025-09-06 09:59:17
576,144,CLOSED,2025-09-08 09:59:17
577,145,OPEN,2024-09-29 06:51:13
578,145,IN_REVIEW,2024-10-01 06:51:13
579,145,APPROVED,2024-10-03 06:51:13
580,145,CLOSED,2024-10-05 06:51:13
581,146,OPEN,2025-10-05 04:06:47
582,146,IN_REVIEW,2025-10-07 04:06:47
583,146,REJECTED,2025-10-09 04:06:47
584,146,CLOSED,2025-10-11 04:06:47
585,147,OPEN,2025-04-08 00:52:12
586,147,IN_REVIEW,2025-04-10 00:52:12
587,147,REJECTED,2025-04-12 00:52:12
588,147,CLOSED,2025-04-14 00:52:12
589,148,OPEN,2024-06-02 14:52:28
590,148,IN_REVIEW,2024-06-04 14:52:28
591,148,APPROVED,2024-06-06 14:52:28
592,148,CLOSED,2024-06-08 14:52:28
593,149,OPEN,2024-12-14 07:48:14
594,149,IN_REVIEW,2024-12-16 07:48:14
