claim_id,policy_id,vehicle_id,claim_date,incident_type,claim_amount,claim_status,fraud_flag
138,4538,4134,2025-02-14 23:21:18.000000,THEFT,21397.32,IN_REVIEW,True
139,1940,2933,2025-10-27 11:11:38.000000,FLOOD,17200.92,IN_REVIEW,False
140,1362,1185,2024-07-25 21:12:30.000000,VANDALISM,11632.47,CLOSED,False
141,613,1494,2025-05-31 07:05:09.000000,FLOOD,9441.5,APPROVED,False
142,3651,2686,2024-09-25 14:26:39.000000,GLASS_DAMAGE,24495.16,IN_REVIEW,True
143,2684,2070,2024-08-07 11:00:06.000000,VANDALISM,3250.42,OPEN,False
144,74,2012,2025-09-02 09:59:17.000000,THEFT,12092.47,REJECTED,False
145,2364,849,2024-09-29 06:51:13.000000,FLOOD,21005.35,REJECTED,True
146,4330,1212,2025-10-05 04:06:47.000000,FLOOD,22940.69,OPEN,True
147,4650,901,2025-04-08 00:52:12.000000,COLLISION,21198.0,IN_REVIEW,True
148,574,2603,2024-06-02 14:52:28.000000,COLLISION,19694.13,APPROVED,True
149,1327,3849,2024-12-14 07:48:14.000000,COLLISION,24568.7,REJECTED,True
150,1507,2548,2024-10-08 18:31:38.000000,COLLISION,21795.44,REJECTED,True
151,1674,2566,2026-04-30 00:52:46.000000,GLASS_DAMAGE,1557.49,CLOSED,False
152,875,2537,2026-04-14 05:24:54.000000,FIRE,19987.85,APPROVED,True
153,3702,3529,2026-03-27 18:46:04.000000,THEFT,17926.95,REJECTED,False
154,1666,1008,2025-10-23 23:32:44.000000,COLLISION,11579.28,APPROVED,False
155,4759,360,2024-06-08 17:41:11.000000,THEFT,12529.32,CLOSED,False
156,2799,4162,2025-05-17 01:00:47.000000,FIRE,23265.96,REJECTED,True
157,2098,2031,2024-12-28 03:25:55.000000,GLASS_DAMAGE,15260.1,OPEN,False
158,1952,1232,2026-03-19 08:31:27.000000,FLOOD,18537.26,REJECTED,True
159,3246,2458,2026-05-10 21:03:05.000000,FIRE,10173.01,REJECTED,False
160,2422,3024,2026-03-10 10:01:00.000000,THEFT,2213.6,IN_REVIEW,False
161,1802,1665,2026-01-15 18:44:08.000000,FIRE,12564.97,OPEN,False
162,425,654,2025-12-22 04:09:36.000000,THEFT,8555.25,APPROVED,False
163,4311,2117,2025-01-03 04:54:57.000000,COLLISION,4651.08,APPROVED,False
164,999,1688,2025-05-11 16:23:52.000000,COLLISION,2247.8,CLOSED,False
165,4790,558,2026-04-23 20:58:27.000000,FLOOD,3619.57,CLOSED,False
166,3732,2835,2024-06-18 12:21:37.000000,VANDALISM,5053.08,OPEN,False
167,3323,113,2026-01-29 03:18:15.000000,GLASS_DAMAGE,15900.61,REJECTED,False
168,4799,3127,2026-04-10 19:43:42.000000,COLLISION,23460.35,REJECTED,True
169,4163,1555,2025-03-11 10:56:16.000000,THEFT,14148.04,IN_REVIEW,False
170,3939,2289,2026-04-04 16:29:14.000000,THEFT,1884.24,REJECTED,False
171,1979,1870,2025-04-23 01:40:23.000000,FIRE,13428.4,REJECTED,False
172,3869,261,2025-02-18 07:21:37.000000,COLLISION,21609.55,IN_REVIEW,True
173,7,3041,2025-11-22 09:29:23.000000,GLASS_DAMAGE,4861.73,CLOSED,False
174,4636,855,2025-06-17 03:11:13.000000,FIRE,12020.11,IN_REVIEW,False
175,976,1639,2024-12-31 10:21:18.000000,GLASS_DAMAGE,11353.53,REJECTED,False
176,1528,3857,2026-01-30 23:00:19.000000,GLASS_DAMAGE,11867.23,OPEN,False
177,2106,2666,2024-11-20 23:08:36.000000,COLLISION,8104.13,OPEN,False
178,1762,1843,2025-08-04 21:02:01.000000,FLOOD,11168.85,OPEN,False
179,3749,4183,2025-12-31 01:02:43.000000,THEFT,12054.86,CLOSED,False
180,2323,3014,2025-01-07 07:22:11.000000,THEFT,8208.93,OPEN,False
181,1374,1774,2026-04-30 19:16:52.000000,VANDALISM,7320.86,IN_REVIEW,False
182,2726,3034,2024-10-07 12:49:44.000000,GLASS_DAMAGE,8881.34,REJECTED,False
183,1157,1431,2024-08-11 05:19:42.000000,FLOOD,24259.96,OPEN,True
184,1421,48,2025-01-25 02:48:59.000000,THEFT,22251.75,IN_REVIEW,True
185,14,3228,2025-04-09 04:48:58.000000,COLLISION,14660.71,APPROVED,False
186,4797,1267,2025-02-18 15:52:32.000000,GLASS_DAMAGE,19088.45,APPROVED,True
187,2080,3192,2024-10-04 09:19:40.000000,THEFT,3616.88,IN_REVIEW,False
188,867,527,2024-11-25 02:37:44.000000,VANDALISM,12570.02,IN_REVIEW,False
189,3899,1268,2026-02-23 21:59:47.000000,THEFT,7173.26,CLOSED,False
190,2575,475,2025-01-03 21:57:57.000000,GLASS_DAMAGE,3548.47,IN_REVIEW,False
191,1762,2368,2025-03-20 07:22:15.000000,FLOOD,23832.31,APPROVED,True
192,3231,1145,2025-10-08 22:55:27.000000,COLLISION,23624.47,REJECTED,True
193,2836,453,2025-10-16 00:45:59.000000,COLLISION,23551.3,IN_REVIEW,True
194,3408,1628,2025-03-14 09:43:27.000000,FIRE,18907.04,CLOSED,True
195,4645,1296,2024-09-05 15:05:52.000000,VANDALISM,6337.75,APPROVED,False
196,2972,2988,2026-01-07 15:09:21.000000,FIRE,20636.21,IN_REVIEW,True
197,3788,3669,2025-03-28 17:24:27.000000,VANDALISM,2189.87,OPEN,False
198,940,996,2024-10-31 17:22:42.000000,COLLISION,23127.35,IN_REVIEW,True
199,1351,1383,2025-11-24 13:48:03.000000,THEFT,21232.94,OPEN,True
200,3162,1708,2026-04-17 14:55:32.000000,FLOOD,14405.34,REJECTED,False
201,4295,3027,2024-11-28 10:12:42.000000,THEFT,22774.64,IN_REVIEW,True
202,4335,3007,2025-02-23 14:59:11.000000,COLLISION,22905.94,CLOSED,True
203,496,3224,2024-06-19 08:00:56.000000,THEFT,6380.97,REJECTED,False
204,3620,1457,2025-10-03 09:27:28.000000,GLASS_DAMAGE,12681.69,IN_REVIEW,False
205,998,2483,2024-07-24 18:06:23.000000,COLLISION,21390.53,CLOSED,True
206,3305,480,2024-06-25 04:37:28.000000,VANDALISM,20516.21,CLOSED,True
207,1762,1758,2025-03-29 05:26:07.000000,VANDALISM,14340.09,REJECTED,False
208,390,3261,2025-06-30 21:15:18.000000,THEFT,6037.71,OPEN,False
209,1347,2416,2024-09-27 06:49:09.000000,COLLISION,20463.75,APPROVED,True
210,1875,3368,2026-03-17 10:03:00.000000,FIRE,3123.47,CLOSED,False
211,3995,2129,2024-12-19 05:25:39.000000,VANDALISM,8011.87,REJECTED,False
212,1505,3891,2025-06-14 04:31:02.000000,COLLISION,19713.13,OPEN,True
213,2355,1362,2025-06-14 00:01:36.000000,FLOOD,6029.34,APPROVED,False
214,1077,1828,2026-01-24 02:16:06.000000,VANDALISM,24757.17,CLOSED,True
215,1495,567,2024-05-26 00:29:53.000000,FIRE,24748.28,APPROVED,True
216,3538,855,2026-02-15 09:39:53.000000,FIRE,12403.55,IN_REVIEW,False
217,4325,621,2026-05-09 03:11:03.000000,FLOOD,17711.65,REJECTED,False
218,2562,482,2025-11-18 14:23:49.000000,FLOOD,6625.46,CLOSED,False
219,1241,2675,2026-04-24 22:22:45.000000,FIRE,9972.03,APPROVED,False
220,1383,288,2024-10-03 20:46:16.000000,VANDALISM,17736.02,REJECTED,False
221,4739,3311,2026-01-11 19:13:34.000000,FLOOD,6900.72,IN_REVIEW,False
222,208,1312,2024-12-24 15:42:24.000000,VANDALISM,2727.23,APPROVED,False
223,3639,1008,2026-04-08 16:50:25.000000,VANDALISM,11832.29,OPEN,False
224,4253,684,2025-07-17 03:49:43.000000,VANDALISM,3062.56,REJECTED,False
225,2650,3526,2025-02-06 22:36:29.000000,THEFT,14089.49,OPEN,False
226,3470,1594,2024-11-29 14:47:01.000000,THEFT,578.76,CLOSED,False
227,1895,1020,2026-01-03 14:19:49.000000,FLOOD,1805.34,OPEN,False
228,2287,1791,2024-10-27 23:19:53.000000,FLOOD,18461.86,IN_REVIEW,True
229,2208,116,2026-02-19 03:08:59.000000,FIRE,2897.01,REJECTED,False
230,3791,917,2026-01-13 04:23:35.000000,THEFT,6647.71,IN_REVIEW,False
231,3845,101,2025-09-29 10:36:57.000000,THEFT,23941.81,REJECTED,True
232,2530,1798,2024-08-11 09:12:21.000000,FLOOD,16376.31,APPROVED,False
233,1774,3868,2025-07-20 09:44:41.000000,THEFT,17879.91,CLOSED,False
234,1738,2955,2025-02-19 22:44:23.000000,VANDALISM,18676.13,REJECTED,True
235,3050,273,2025-07-26 04:55:23.000000,COLLISION,6470.28,APPROVED,False
236,2228,3610,2024-12-20 14:53:57.000000,COLLISION,12703.92,REJECTED,False
237,2739,665,2025-08-12 01:26:45.000000,COLLISION,21960.27,CLOSED,True
238,2855,2628,2025-01-19 03:18:59.000000,GLASS_DAMAGE,14788.63,CLOSED,False
239,3400,1400,2024-12-11 22:52:27.000000,GLASS_DAMAGE,20923.18,IN_REVIEW,True
240,4708,4043,2025-12-03 03:14:01.000000,FLOOD,10899.01,REJECTED,False
241,4235,4000,2026-01-03 01:56:53.000000,FLOOD,12796.94,REJECTED,False
242,2805,2470,2025-04-04 04:03:47.000000,COLLISION,20315.73,OPEN,True
243,2941,2850,2025-12-09 02:56:29.000000,FLOOD,21192.73,REJECTED,True
244,2293,308,2025-08-16 04:30:41.000000,FIRE,10223.03,APPROVED,False
245,30,122,2025-03-17 02:42:07.000000,THEFT,11949.03,IN_REVIEW,False
246,3793,3355,2025-07-10 03:27:08.000000,THEFT,4505.94,APPROVED,False
247,961,3286,2025-09-15 14:45:50.000000,FLOOD,4734.35,IN_REVIEW,False
248,4540,1751,2025-12-26 14:31:48.000000,FLOOD,15784.88,REJECTED,False
249,4133,1679,2024-09-03 22:19:07.000000,COLLISION,9875.94,APPROVED,False
250,2595,2624,2024-10-02 19:07:48.000000,THEFT,8855.82,IN_REVIEW,False
251,4406,3221,2024-05-17 21:19:53.000000,FIRE,13220.24,REJECTED,False
252,940,1641,2025-06-02 13:59:27.000000,VANDALISM,22859.78,IN_REVIEW,True
253,3956,2215,2025-03-19 22:06:35.000000,VANDALISM,3777.95,REJECTED,False
254,868,3158,2024-12-07 06:44:10.000000,GLASS_DAMAGE,17931.91,REJECTED,False
255,393,3679,2024-11-19 08:07:53.000000,COLLISION,14176.78,REJECTED,False
256,4549,2714,2025-05-12 19:27:35.000000,GLASS_DAMAGE,24119.39,IN_REVIEW,True
257,3489,4101,2024-10-07 06:59:39.000000,GLASS_DAMAGE,2113.29,CLOSED,False
258,2205,1445,2025-04-17 19:42:12.000000,THEFT,10296.79,APPROVED,False
259,1983,365,2025-01-25 05:58:55.000000,VANDALISM,16409.97,APPROVED,False
260,2943,3444,2024-06-25 19:46:54.000000,THEFT,13641.41,CLOSED,False
261,1910,2004,2026-04-07 18:37:26.000000,GLASS_DAMAGE,11219.87,APPROVED,False
262,1294,1068,2025-10-16 06:21:05.000000,THEFT,24735.55,OPEN,True
263,2929,1593,2025-02-27 22:50:58.000000,FLOOD,12910.46,APPROVED,False
264,2117,3299,2025-07-16 20:13:41.000000,FLOOD,15776.12,APPROVED,False
265,2554,3941,2025-07-30 20:51:34.000000,COLLISION,2496.94,CLOSED,False
266,4658,650,2025-12-16 06:33:34.000000,THEFT,13493.2,CLOSED,False
267,2757,1268,2025-01-10 14:34:23.000000,FIRE,7508.14,IN_REVIEW,False
268,2620,3677,2025-10-12 19:27:19.000000,COLLISION,15912.15,REJECTED,False
269,2410,3356,2026-02-04 16:39:35.000000,FIRE,18931.79,CLOSED,True
270,3468,1097,2025-05-09 19:55:13.000000,VANDALISM,20683.32,APPROVED,True
271,3029,1584,2025-09-27 23:53:27.000000,FIRE,2425.91,OPEN,False
272,4141,1022,2026-05-10 00:03:05.000000,FLOOD,19472.45,CLOSED,True
273,2774,957,2025-01-02 12:32:19.000000,FIRE,10746.19,OPEN,False
274,1372,2248,2026-03-21 00:11:30.000000,FIRE,20626.06,APPROVED,True
275,3575,4175,2026-01-11 14:00:48.000000,THEFT,16405.31,REJECTED,False
276,3656,261,2025-05-13 23:41:23.000000,THEFT,941.76,APPROVED,False
277,3809,955,2024-05-22 04:12:41.000000,FIRE,626.5,OPEN,False
278,4123,1692,2024-10-09 17:27:14.000000,COLLISION,5351.14,OPEN,False
279,2459,3178,2025-04-10 17:53:57.000000,COLLISION,2157.0,APPROVED,False
280,4211,164,2025-06-23 21:57:31.000000,GLASS_DAMAGE,10864.84,REJECTED,False
281,3076,3387,2025-06-22 07:41:49.000000,GLASS_DAMAGE,13003.99,OPEN,False
282,3070,2268,2024-05-26 15:33:51.000000,FLOOD,23577.89,APPROVED,True
283,4733,470,2026-05-06 04:53:27.000000,FIRE,6463.92,REJECTED,False
284,278,286,2026-04-22 13:11:17.000000,VANDALISM,9596.8,OPEN,False
285,217,2857,2025-07-27 02:09:35.000000,COLLISION,17251.74,OPEN,False
286,2712,1136,2024-09-15 14:22:02.000000,THEFT,20311.39,OPEN,True
287,1740,3882,2025-11-06 04:40:02.000000,THEFT,20937.16,REJECTED,True
288,1454,3980,2024-12-21 03:08:40.000000,THEFT,15105.68,REJECTED,False
289,350,3092,2025-11-30 02:09:14.000000,VANDALISM,16872.48,IN_REVIEW,False
290,921,399,2026-03-20 14:05:56.000000,GLASS_DAMAGE,20528.54,IN_REVIEW,True
291,3513,817,2026-04-10 12:00:36.000000,FLOOD,12171.12,CLOSED,False
292,1908,3127,2026-04-29 11:48:31.000000,GLASS_DAMAGE,4907.77,OPEN,False
293,402,1113,2025-12-08 15:38:47.000000,COLLISION,19978.74,REJECTED,True
294,672,307,2026-02-23 12:33:51.000000,GLASS_DAMAGE,21062.58,APPROVED,True
295,2769,828,2024-08-08 23:11:14.000000,THEFT,23173.53,OPEN,True
296,1103,3067,2025-01-19 19:33:20.000000,FIRE,23988.89,REJECTED,True
297,44,4191,2024-08-10 01:07:05.000000,FIRE,1849.82,REJECTED,False
298,3835,1710,2025-01-14 07:32:10.000000,FLOOD,13436.99,CLOSED,False
299,2787,1288,2025-05-17 06:36:20.000000,VANDALISM,1690.97,CLOSED,False
300,4125,2790,2025-02-14 19:11:28.000000,GLASS_DAMAGE,12547.9,OPEN,False
301,3529,2653,2024-12-31 13:50:47.000000,THEFT,4238.66,IN_REVIEW,False
302,1296,1986,2026-05-02 16:26:48.000000,FLOOD,7819.53,IN_REVIEW,False
303,2170,3583,2025-08-20 15:09:47.000000,THEFT,18614.2,REJECTED,True
304,4661,2013,2025-11-18 21:55:14.000000,FIRE,20212.43,REJECTED,True
305,896,3029,2025-07-17 03:41:49.000000,GLASS_DAMAGE,17452.65,REJECTED,False
306,905,618,2025-08-08 19:59:22.000000,THEFT,16344.97,REJECTED,False
307,4637,3182,2025-08-23 17:09:01.000000,VANDALISM,3393.74,IN_REVIEW,False
308,3483,3039,2026-01-17 12:28:36.000000,THEFT,4861.53,IN_REVIEW,False
309,4486,420,2026-05-02 06:53:39.000000,GLASS_DAMAGE,5959.56,OPEN,False
310,521,3898,2024-06-15 00:37:24.000000,VANDALISM,1918.98,CLOSED,False
311,4768,500,2025-07-24 19:23:15.000000,GLASS_DAMAGE,7472.21,REJECTED,False
312,3397,189,2026-01-12 18:08:59.000000,VANDALISM,2971.57,APPROVED,False
313,712,3326,2026-02-26 23:16:15.000000,GLASS_DAMAGE,693.68,OPEN,False
314,2967,1629,2025-02-12 02:00:48.000000,FLOOD,5030.86,APPROVED,False
315,3552,3429,2025-07-11 23:22:35.000000,THEFT,923.13,APPROVED,False
316,3387,753,2025-09-13 04:56:50.000000,THEFT,12098.48,APPROVED,False
317,857,1007,2026-04-01 13:56:08.000000,GLASS_DAMAGE,1383.21,REJECTED,False
318,953,258,2025-04-21 16:54:25.000000,COLLISION,6674.18,REJECTED,False
